Unnamed: 0,sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
2347,3495280,-4,2,0,10,10,15,8,8,8,8,0,No,0,0.9,0.81,4,No,No,No,Yes,No,Yes
2348,3495314,0,2,0,4,4,4,0,0,0,0,0,No,0,0,0.01,0,Yes,No,No,Yes,No,Yes
2349,3495315,3,8,0,22,22,26,5,16,35,45,0,No,0,0.7,0.73,0,No,No,No,Yes,No,Yes
2350,3495470,8,2,0,2,2,2,4,13,15,15,2,No,0,0.78,0.84,0,Yes,No,No,Yes,No,Yes
2351,3495512,4,12,0,3,3,3,0,0,0,0,0,No,0,0.73,0.79,0,No,No,Yes,Yes,No,Yes
2352,3495579,0,8,0,12,16,16,0,9,14,19,0,No,0,0.66,0.67,0,No,No,No,Yes,No,Yes
2353,3495633,2,8,0,0,0,0,0,0,0,0,1,No,0,0.87,0.88,0,No,No,No,Yes,No,Yes
2354,3495636,0,8,0,14,30,42,4,14,30,50,2,No,0,0.84,0.86,0,No,No,No,Yes,No,Yes
2355,3495809,0,8,0,65,102,102,0,0,0,1,0,No,0,-99,-99,0,Yes,No,No,Yes,No,Yes
2356,3495917,11,8,0,14,28,42,2,10,28,41,6,No,0,0.59,0.71,0,No,No,No,Yes,No,Yes
2357,3496086,0,12,0,2,2,3,0,0,2,3,0,No,0,0.57,0.68,0,No,No,Yes,Yes,No,Yes
2358,3496165,6,3,0,5,10,20,3,8,14,15,0,No,0,0.98,0.98,0,No,No,No,Yes,No,Yes
2359,3496274,0,12,0,6,8,11,0,4,5,6,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
2360,3496323,1,8,0,0,1,2,0,0,0,3,3,No,0,0.97,0.98,0,No,No,No,Yes,No,Yes
2361,3496486,3,2,0,9,9,11,6,21,32,32,0,No,0,0.98,0.93,0,No,No,No,Yes,No,Yes
2362,3496507,2,2,0,4,9,14,4,6,6,6,0,No,0,0.97,0.93,0,No,No,No,Yes,No,Yes
2363,3496546,8,8,0,10,20,30,7,13,22,27,5,No,0,1,0.98,0,No,No,No,Yes,No,Yes
2364,3496736,0,8,0,6,10,12,6,7,11,15,0,No,0,0.98,0.98,0,No,No,No,Yes,No,Yes
2365,3496890,1,0,0,27,47,72,6,20,41,56,4,No,0,0,0,0,No,No,No,No,No,Yes
2366,3496934,2,8,0,13,27,34,11,17,26,42,0,No,0,0.98,0.97,0,No,No,No,Yes,No,Yes
2367,3496948,2,8,0,95,95,95,4,10,17,25,0,No,0,0.5,0.52,0,Yes,No,No,No,No,Yes
2368,3497037,0,12,0,426,676,926,0,0,0,0,45,No,0,0.92,0.9,0,Yes,No,No,Yes,No,Yes
2369,3497038,0,12,0,3,5,6,2,5,5,5,0,No,0,0.73,0.79,0,No,No,Yes,Yes,No,Yes
2370,3497069,1,13,0,5,5,6,2,4,6,9,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
2371,3497147,8,12,0,421,421,421,7,28,46,64,1,No,0,0.27,0.26,0,Yes,No,No,No,No,Yes
2372,3497419,0,8,1,20,32,38,4,11,17,31,1,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2373,3497452,20,2,0,20,20,20,16,24,24,29,1,No,0,0.69,0.74,0,Yes,No,Yes,Yes,No,Yes
2374,3497494,0,12,0,5,5,5,0,0,0,0,0,No,0,0.97,0.98,0,Yes,No,Yes,Yes,No,Yes
2375,3497548,10,9,0,16,32,48,8,19,29,42,3,No,0,0.7,0.66,0,No,No,Yes,Yes,No,Yes
2376,3497904,1,8,0,3,5,6,1,3,6,9,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
2377,3498059,2,8,0,11,14,20,0,5,8,12,0,No,0,0.99,0.99,0,No,No,Yes,Yes,No,Yes
2378,3498075,3,8,0,0,0,0,0,0,1,1,0,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
2379,3498102,0,8,0,3,5,6,2,3,4,6,0,No,0,0.98,0.98,0,No,No,Yes,Yes,No,Yes
2380,3498124,10,8,0,11,27,41,4,14,29,39,0,No,0,0.94,0.96,0,No,No,No,Yes,No,Yes
2381,3498199,0,8,0,4,6,8,0,3,5,8,0,No,0,0.48,0.57,0,No,No,Yes,Yes,No,Yes
2382,3498200,4,8,0,0,2,4,1,3,9,11,0,No,0,0.83,0.85,0,No,No,No,Yes,No,Yes
2383,3498318,0,8,0,14,14,14,2,10,16,21,2,No,0,-99,0.87,0,No,No,No,Yes,No,Yes
2384,3498358,8,8,0,10,20,40,1,17,32,42,0,No,0,0.99,0.94,0,No,No,No,Yes,No,Yes
2385,3498359,2,8,0,10,10,20,2,8,14,14,1,No,0,0.99,0.94,0,No,No,No,Yes,No,Yes
2386,3498379,0,8,0,15,30,35,8,15,28,40,3,No,0,0.79,0.66,0,No,No,No,Yes,No,Yes
2387,3498415,1,2,0,0,0,0,0,0,0,0,0,No,0,0.08,0.26,0,No,No,No,Yes,No,Yes
2388,3498450,16,2,0,9,18,27,1,10,16,16,0,No,0,0.54,0.56,0,Yes,No,No,Yes,No,Yes
2389,3498689,0,12,0,102,179,240,0,0,0,0,11,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
2390,3498731,5,8,0,4,8,16,1,4,9,13,2,No,0,0.78,0.63,0,No,No,Yes,Yes,No,Yes
2391,3498772,8,12,0,16,36,46,8,24,32,71,16,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
2392,3498811,1,12,0,1,2,3,0,1,1,4,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
2393,3498898,6,2,0,20,20,20,4,6,7,7,0,No,0,0.5,0.52,0,Yes,No,Yes,No,No,Yes
2394,3499029,4,4,0,6,13,20,3,8,12,22,0,No,0,0.77,0.84,0,No,No,No,Yes,No,Yes
2395,3499035,66,8,3,369,433,945,97,573,939,1044,177,No,0,0.62,0.58,2,No,No,No,Yes,No,Yes
2396,3499103,0,2,8,18,30,42,10,30,58,83,3,No,0,0.93,0.94,0,No,No,No,Yes,No,Yes
2397,3499284,0,10,1,1,3,4,0,3,3,4,1,No,0,0.98,0.98,0,No,No,No,Yes,No,Yes
2398,3499301,28,2,0,0,0,0,14,21,23,27,2,No,0,1,0.9,0,No,No,No,Yes,No,Yes
2399,3499349,0,2,0,10,10,10,0,0,0,0,0,No,0,0.8,0.78,0,Yes,No,No,Yes,No,Yes
2400,3499351,10,2,0,0,0,0,0,1,1,1,0,No,0,1,0.92,0,Yes,No,Yes,Yes,No,Yes
2401,3499429,-10,12,0,80,80,80,30,55,104,204,0,No,0,0.7,0.76,10,No,No,No,Yes,No,Yes
2402,3499532,2,8,1,10,22,28,1,9,17,24,0,No,0,0.97,0.95,0,No,No,No,Yes,No,Yes
2403,3499618,0,8,0,135,135,270,15,42,70,110,20,No,0,-99,0,0,No,No,No,Yes,No,Yes
2404,3499665,4,8,0,6,9,16,4,8,15,19,0,No,0,0.55,0.4,0,No,No,No,Yes,No,Yes
2405,3499734,3,8,0,10,22,28,2,4,8,23,0,No,0,0.85,0.92,0,No,No,No,Yes,No,Yes
2406,3499760,1,2,0,0,0,0,2,2,2,2,2,No,0,0.56,0.68,0,No,No,No,Yes,No,Yes
2407,3499779,1,8,0,5,5,5,2,6,8,10,3,No,0,0.74,0.81,0,No,No,No,Yes,No,Yes
2408,3499826,0,8,0,0,0,0,0,0,0,0,0,No,0,0.87,0.8,0,No,No,Yes,No,Yes,Yes
2409,3499871,0,8,0,6,12,15,2,4,10,18,2,No,0,0.41,0.46,0,No,No,No,Yes,No,Yes
2410,3500006,0,10,0,4,6,7,1,2,2,2,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
2411,3500015,9,2,4,12,27,39,4,12,28,37,3,No,0,0.58,0.38,0,No,No,No,Yes,No,Yes
2412,3500171,1,8,1,42,73,116,3,23,39,59,0,No,0,0.96,0.96,0,No,No,No,Yes,No,Yes
2413,3500216,-7,8,0,540,540,540,4,7,18,53,4,No,0,0.41,0.47,7,No,No,No,Yes,No,Yes
2414,3500526,0,4,0,9,13,21,6,9,19,20,0,No,0,0.79,0.66,0,No,No,No,Yes,No,Yes
2415,3500533,3,2,0,43,87,109,5,29,41,45,0,No,0,0.78,0.75,0,Yes,No,No,Yes,No,Yes
2416,3500687,2,8,0,9,21,33,1,5,13,19,0,No,0,0.78,0.75,0,No,No,No,Yes,No,Yes
2417,3500768,-1,8,0,36,61,76,11,27,46,82,0,No,0,0.75,0.54,1,No,No,Yes,Yes,No,Yes
2418,3500998,12,8,0,20,40,60,8,27,32,33,5,No,0,0.92,0.91,0,No,No,No,Yes,No,Yes
2419,3501051,0,8,0,5,7,10,2,4,6,8,5,No,0,0.91,0.95,0,No,No,No,Yes,No,Yes
2420,3501218,0,8,0,22,22,22,0,0,0,0,1,No,0,0.79,0.86,0,No,No,No,Yes,No,Yes
2421,3501224,3,8,0,12,24,24,5,25,40,52,0,No,0,0.34,0.57,0,No,No,No,Yes,No,Yes
2422,3501464,-3,8,0,1000,1500,1500,87,273,509,771,104,No,0,0,0,8,No,No,No,Yes,No,Yes
2423,3501587,3,2,0,0,0,1,0,0,1,2,3,No,0,0.97,0.97,0,No,No,No,Yes,No,Yes
2424,3501670,9,,0,0,0,0,7,24,54,87,33,No,0,-99,-99,0,No,No,No,No,No,Yes
2425,3501672,0,8,0,520,520,640,0,0,0,1,21,No,0,0.88,0.64,0,Yes,No,Yes,Yes,No,Yes
2426,3501676,6,8,0,63,108,153,14,38,85,122,0,No,0,0.78,0.75,0,No,No,Yes,Yes,No,Yes
2427,3501741,0,8,0,6,6,6,0,0,2,4,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
2428,3502020,9,8,0,6,12,12,7,9,14,16,1,No,0,0.93,0.89,0,No,No,No,Yes,No,Yes
2429,3502028,1,8,0,31,39,47,2,12,28,47,21,No,0,0.25,0.31,0,No,No,No,Yes,No,Yes
2430,3502040,1,2,0,22,38,56,8,21,46,57,1,No,0,1,1,0,No,No,No,Yes,No,Yes
2431,3502098,-2,2,0,48,65,83,107,115,117,122,0,No,0,0.95,0.95,2,Yes,No,No,Yes,No,Yes
2432,3502102,-1,8,0,3,4,5,3,5,5,5,0,No,0,0.82,0.89,1,No,No,No,Yes,No,Yes
2433,3502320,146,5,0,0,0,0,7,67,161,292,17,No,0,0,0.55,0,No,No,No,Yes,No,Yes
2434,3502342,8,8,0,20,25,45,1,4,66,76,4,No,0,0.73,0.76,0,No,No,Yes,Yes,No,Yes
2435,3502409,-98,8,16,1257,2257,2757,204,1208,1981,2573,63,No,0,0.3,0.59,124,No,No,No,Yes,No,Yes
2436,3502505,3,12,0,0,0,0,0,1,3,4,1,No,0,0.93,0.95,0,No,No,No,Yes,No,Yes
2437,3502559,7,8,0,19,39,63,2,16,38,63,0,No,0,0.99,0.97,0,No,No,No,Yes,No,Yes
2438,3502696,2,8,2,25,49,73,5,24,36,43,3,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2439,3502891,1,8,0,5,6,11,2,6,17,18,0,No,0,1,0.95,0,No,No,No,Yes,No,Yes
2440,3502895,0,2,0,0,0,0,0,0,0,0,1,No,0,0.95,0.93,0,No,No,No,Yes,No,Yes
2441,3502898,0,2,0,4,7,9,0,0,0,0,0,No,0,0.97,0.97,0,No,No,No,Yes,No,Yes
2442,3502948,9,8,0,0,0,2,2,4,7,14,0,No,0,0.76,0.71,0,No,No,No,Yes,No,Yes
2443,3503062,18,2,0,0,0,0,102,410,632,684,0,No,0,0.95,0.96,0,Yes,No,Yes,Yes,No,Yes
2444,3503068,0,8,0,6,6,6,0,0,0,0,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
2445,3503426,0,8,0,0,0,0,0,0,0,0,0,No,0,0.66,0.6,0,No,No,No,Yes,No,Yes
2446,3503494,0,2,0,1,1,1,1,1,1,1,1,No,0,1,0.99,0,No,No,No,Yes,No,Yes
2447,3503515,6,12,0,0,2,5,0,1,5,8,0,No,0,0.66,0.67,0,No,No,No,Yes,No,Yes
2448,3503590,0,8,0,6,8,10,5,7,7,7,0,No,0,0.95,0.77,0,No,No,No,Yes,No,Yes
2449,3503674,8,12,0,33,41,51,3,14,26,49,5,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
2450,3503691,0,2,14,7,14,28,4,13,23,37,0,No,0,0.75,0.75,0,No,No,No,Yes,No,Yes
2451,3503765,1,8,1,41,62,76,18,28,46,70,0,No,0,0.68,0.49,0,No,No,No,Yes,No,Yes
2452,3503771,0,8,0,2,2,4,2,3,6,7,0,No,0,0.82,0.84,0,No,No,Yes,Yes,No,Yes
2453,3503828,17,8,0,0,0,0,0,0,29,117,1,No,0,0.97,0.97,0,No,No,No,Yes,No,Yes
2454,3503875,0,12,0,7,7,7,0,2,5,8,0,No,0,0.57,0.68,0,No,No,No,Yes,No,Yes
2455,3503993,0,,0,360,642,844,0,0,0,0,20,No,0,-99,-99,0,No,No,No,Yes,No,Yes
2456,3504049,0,4,0,4,4,4,0,0,1,1,0,No,0,0.79,0.66,0,No,No,No,Yes,No,Yes
2457,3504058,0,2,0,468,756,756,1,12,12,12,57,No,0,0.88,0.94,0,No,No,No,Yes,No,Yes
2458,3504195,1,3,0,16,16,32,5,18,39,51,2,No,0,1,0.5,0,No,No,No,Yes,No,Yes
2459,3504221,0,12,0,50,50,50,0,0,0,0,2,No,0,0.48,0.48,0,Yes,No,Yes,Yes,No,Yes
2460,3504282,27,2,0,0,0,0,15,51,58,106,0,No,0,1,0.99,0,No,No,No,Yes,No,Yes
2461,3504312,3,8,0,0,1,3,1,1,2,7,2,No,0,0.75,0.88,0,No,No,No,Yes,No,Yes
2462,3504527,0,2,0,4,8,10,0,3,9,12,0,No,0,0.52,0.67,0,No,No,No,Yes,No,Yes
2463,3504579,4,16,0,6,6,10,5,9,13,18,1,No,0,0.31,0.4,0,No,No,No,Yes,No,Yes
2464,3504599,12,8,0,101,113,149,19,56,79,133,31,No,0,0.18,0.33,0,No,No,No,Yes,No,Yes
2465,3504821,0,4,0,2,2,2,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
2466,3504907,3,8,2,2,6,10,0,2,7,8,0,No,0,0.94,0.94,0,No,No,No,Yes,No,Yes
2467,3504919,0,9,0,30,50,70,4,18,36,55,4,No,0,1,1,0,No,No,No,Yes,No,Yes
2468,3505015,16,8,0,70,150,238,11,23,23,26,0,No,0,0.79,0.87,0,No,No,Yes,Yes,No,Yes
2469,3505229,1062,4,0,1200,2400,3600,484,1545,3168,4639,0,No,0,0.98,0.96,0,No,No,No,Yes,No,Yes
2470,3505377,5,8,0,188,296,404,22,91,209,320,30,No,0,0.74,0.71,0,No,No,No,Yes,No,Yes
2471,3505385,3,8,0,25,38,51,6,17,35,46,0,No,0,0.86,0.89,0,No,No,No,Yes,No,Yes
2472,3505492,0,2,0,15,30,45,5,11,30,47,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2473,3505509,0,8,0,11,11,11,1,1,4,6,0,No,0,0.18,0.33,0,No,No,No,Yes,No,Yes
2474,3505524,3,2,0,25,55,85,9,30,58,91,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2475,3505550,0,8,0,3,5,6,3,5,5,6,0,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
2476,3505618,2,2,0,18,54,72,7,22,38,53,0,No,0,0.93,0.92,0,No,No,No,Yes,No,Yes
2477,3505723,0,8,0,5,7,7,0,0,0,0,1,No,0,0.92,0.87,0,No,No,No,Yes,No,Yes
2478,3505750,19,2,7,174,318,492,50,157,232,232,7,No,0,-99,-99,0,No,No,No,Yes,No,Yes
2479,3506011,5,8,0,5,15,25,2,9,20,28,0,No,0,0.84,0.8,0,No,No,No,Yes,No,Yes
2480,3506178,4,8,0,21,35,56,4,18,35,44,3,No,0,0.96,0.88,0,No,No,No,Yes,No,Yes
2481,3506265,0,8,0,10,15,25,3,9,18,26,6,No,0,0.98,0.97,0,No,No,Yes,Yes,No,Yes
2482,3506429,0,9,0,1,2,2,0,0,1,3,0,No,0,0.93,0.78,0,No,No,No,Yes,No,Yes
2483,3506443,1,8,0,30,45,60,1,13,20,27,2,No,0,0.94,0.92,0,No,No,No,Yes,No,Yes
2484,3506517,30,9,0,182,326,470,17,93,259,363,35,No,0,0.93,0.78,1,No,No,No,Yes,No,Yes
2485,3506527,0,2,0,12,18,24,6,11,23,25,0,No,0,0.97,0.97,0,No,No,No,Yes,No,Yes
2486,3506615,2,8,0,0,1,2,1,2,3,7,0,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
2487,3506619,2,2,0,0,0,0,0,3,8,14,0,No,0,0.97,0.93,0,No,No,No,Yes,No,Yes
2488,3506734,4,2,0,26,39,52,3,19,41,64,2,No,0,0.48,0.36,0,No,No,No,Yes,No,Yes
2489,3506848,1,2,0,16,30,46,0,1,1,1,0,No,0,0.54,0.56,0,Yes,No,No,Yes,No,Yes
2490,3506854,6,2,0,5,9,9,1,1,1,1,2,No,0,0.37,0.34,0,Yes,No,No,Yes,No,Yes
2491,3506886,15,8,0,0,0,0,1,6,10,22,22,No,0,0.76,0.84,0,No,No,No,Yes,No,Yes
2492,3506927,0,8,0,1,2,3,3,4,4,7,2,No,0,0.96,0.96,0,No,No,No,Yes,No,Yes
2493,3507107,-1238,8,2,1600,1600,2800,2102,3329,3471,4124,291,No,0,1,1,0,No,No,No,Yes,No,Yes
2494,3507229,0,8,0,128,281,389,18,64,203,346,0,No,0,0.37,0.33,0,No,No,Yes,Yes,No,Yes
2495,3507445,0,3,0,200,200,300,96,191,277,305,11,No,0,0.58,0.45,0,No,No,No,Yes,No,Yes
2496,3507477,7,2,0,30,60,60,3,17,53,100,0,No,0,0.69,0.82,0,No,No,No,Yes,No,Yes
2497,3507525,112,2,0,50,100,200,16,75,125,165,0,No,0,0.84,0.87,0,No,No,No,Yes,No,Yes
2498,3507551,7,2,4,8,16,20,3,10,21,23,0,No,0,0.73,0.76,0,Yes,No,No,Yes,No,Yes
2499,3507617,4,8,0,15,35,50,4,13,29,41,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
2500,3507633,24,8,0,0,0,0,3,6,12,13,0,No,0,0.96,0.89,0,No,No,No,Yes,No,Yes
2501,3507818,33,2,0,112,224,224,5,7,18,19,0,No,0,-99,-99,0,Yes,No,No,No,No,Yes
2502,3507915,10,8,0,0,0,0,0,0,1,3,1,No,0,0.84,0.86,0,No,No,No,Yes,No,Yes
2503,3508088,44,8,0,100,160,240,49,115,169,230,32,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
2504,3508098,11,2,0,0,0,0,0,0,0,0,1,No,0,0.65,0.51,0,Yes,No,No,Yes,No,Yes
2505,3508238,20,8,0,2000,2000,2000,26,107,228,320,39,No,0,0.99,0.99,0,No,No,Yes,Yes,No,Yes
2506,3508282,0,,0,0,0,0,0,0,0,0,4,No,0,-99,-99,0,No,No,No,No,No,Yes
2507,3508566,18,2,0,0,0,0,10,20,20,20,0,No,0,0.48,0.36,0,No,No,Yes,Yes,No,Yes
2508,3508721,4,2,0,0,0,0,2,4,4,4,0,No,0,0.95,0.95,0,Yes,No,No,Yes,No,Yes
2509,3508758,0,12,0,8,12,16,0,4,4,4,0,No,0,0.73,0.79,0,No,No,Yes,Yes,No,Yes
2510,3508790,1,8,0,0,1,1,1,1,2,2,0,No,0,0.95,0.77,0,No,No,No,Yes,No,Yes
2511,3508887,0,8,0,8,10,11,0,1,6,7,1,No,0,0.08,0.03,0,No,No,No,Yes,No,Yes
2512,3509041,2,2,0,17,35,44,28,44,71,87,0,No,0,0.69,0.75,0,No,No,No,Yes,No,Yes
2513,3509049,5,2,0,12,24,36,3,11,13,13,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2514,3509112,1,8,0,2,5,7,0,4,5,7,1,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
2515,3509189,1,8,0,15,17,21,4,11,21,36,3,No,0,0.99,0.98,0,No,No,No,Yes,No,Yes
2516,3509297,41,12,0,83,167,245,38,105,251,334,0,No,0,0.07,0.19,0,No,No,No,Yes,No,Yes
2517,3509395,3,3,0,12,30,45,2,9,14,19,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2518,3509405,6,8,0,12,21,33,6,13,22,32,0,No,0,0.84,0.87,0,No,No,No,Yes,No,Yes
2519,3509418,1,8,0,7,11,15,1,4,8,9,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2520,3509496,3,9,0,12,18,30,3,9,18,19,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2521,3509564,38,2,0,5,35,65,28,71,113,138,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2522,3509737,0,2,0,14,20,20,7,12,12,12,1,No,0,0.89,0.94,0,No,No,No,Yes,No,Yes
2523,3509803,0,,0,155,227,311,124,725,1351,1977,0,No,0,-99,-99,0,Yes,No,No,Yes,No,Yes
2524,3509872,597,4,0,288,648,936,118,456,938,1439,5,No,0,0.73,0.78,0,No,No,No,Yes,No,Yes
2525,3509881,0,8,0,16,16,24,4,10,18,18,1,No,0,0.52,0.73,0,No,No,No,Yes,No,Yes
2526,3509977,7,8,0,36,36,36,3,12,23,38,13,No,0,0.97,0.95,0,No,No,No,Yes,No,Yes
2527,3510063,0,2,0,27,27,27,0,0,0,0,0,No,0,-99,0,0,Yes,No,No,Yes,No,Yes
2528,3510162,5,9,0,5,5,10,0,2,5,9,1,No,0,1,1,0,No,No,No,Yes,No,Yes
2529,3510231,9,10,0,0,4,7,2,7,16,21,0,No,0,0.82,0.77,0,No,No,No,Yes,No,Yes
2530,3510262,0,12,0,1,1,1,0,0,0,0,0,No,0,0.94,0.87,0,No,No,Yes,Yes,No,Yes
2531,3510339,1,8,0,15,15,20,12,19,25,27,0,No,0,0.84,0.86,0,No,No,No,Yes,No,Yes
2532,3510372,2,8,0,0,0,0,0,0,1,1,0,No,0,0.99,0.96,0,No,No,No,Yes,No,Yes
2533,3510548,2,2,0,20,30,50,4,9,21,32,0,No,0,0.96,0.92,0,No,No,No,Yes,No,Yes
2534,3510553,2,3,0,1,2,3,0,0,3,4,0,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
2535,3510725,12,2,0,18,39,63,14,29,49,56,0,No,0,0.37,0.34,0,No,No,Yes,Yes,No,Yes
2536,3510744,0,2,0,10,10,10,0,0,0,0,0,No,0,0.12,0.1,0,Yes,No,Yes,Yes,No,Yes
2537,3510757,0,2,0,5,5,5,0,1,1,1,0,No,0,0.36,0.54,0,No,No,Yes,Yes,No,Yes
2538,3510836,0,4,0,0,0,0,2,27,31,31,0,No,0,0.73,0.78,0,No,No,No,Yes,No,Yes
2539,3510923,0,,0,0,136,170,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,Yes
2540,3510927,1,8,0,0,0,0,1,1,1,2,0,No,0,0.98,0.99,0,No,No,No,Yes,No,Yes
2541,3511014,8,8,0,12,34,45,8,17,32,42,1,No,0,0.37,0.34,0,No,No,No,Yes,No,Yes
2542,3511162,1,8,0,1,2,2,2,2,3,4,0,No,0,0.79,0.66,0,No,No,No,Yes,No,Yes
2543,3511200,0,12,0,32,32,32,4,8,26,33,6,No,0,0.21,0.26,0,No,No,No,Yes,No,Yes
2544,3511233,1,8,0,3,5,7,4,5,9,13,1,No,0,0.89,0.9,0,No,No,No,Yes,No,Yes
2545,3511282,161,8,33,1942,3031,4087,317,1392,2688,3983,301,No,0,0.86,0.89,6,No,No,No,Yes,No,Yes
2546,3511437,3,,0,21,43,54,2,9,16,22,0,No,0,-99,-99,0,No,No,No,Yes,No,Yes
2547,3511518,2,8,0,12,20,28,5,9,20,28,0,No,0,0.66,0.67,0,No,No,No,Yes,No,Yes
2548,3511570,2,8,8,8,24,32,2,12,24,36,0,No,0,0.88,0.94,0,No,No,No,Yes,No,Yes
2549,3511859,36,8,0,500,500,500,87,180,232,270,0,No,0,0.84,0.92,0,No,No,No,Yes,No,Yes
2550,3511930,0,2,0,120,120,120,0,0,0,0,1,No,0,0.36,0.13,0,Yes,No,No,Yes,No,Yes
2551,3512069,1,8,0,8,12,12,2,4,7,9,3,No,0,0.84,0.86,0,No,No,No,Yes,No,Yes
2552,3512229,10,5,0,20,30,60,2,13,32,47,0,No,0,0.97,0.94,0,No,No,No,Yes,No,Yes
2553,3512270,2,4,0,4,8,12,3,6,10,16,1,No,0,1,0.93,0,No,No,No,Yes,No,Yes
2554,3512335,1,8,0,12,16,23,5,5,5,5,0,No,0,0.82,0.81,0,No,No,No,Yes,No,Yes
2555,3512383,72,2,0,640,1040,1440,82,254,518,676,141,No,0,0.19,0.38,0,No,No,No,Yes,No,Yes
2556,3512449,0,8,0,6,9,11,90,90,95,95,2,No,0,0.97,0.93,0,No,No,No,Yes,No,Yes
2557,3512824,4,8,0,13,19,25,1,8,11,32,1,No,0,0.5,0.75,0,No,No,No,Yes,No,Yes
2558,3512858,8,8,0,197,304,416,56,144,219,282,40,No,0,0.73,0.7,0,No,No,Yes,Yes,No,Yes
2559,3513075,-4,8,0,18,18,18,1,2,6,10,24,No,0,0.5,0.46,4,No,No,No,Yes,No,Yes
2560,3513159,9,3,0,6,18,30,3,18,37,48,0,No,0,0.93,0.89,0,No,No,No,Yes,No,Yes
2561,3513251,0,2,0,12,12,12,0,1,7,12,0,No,0,0,0,0,No,No,No,Yes,No,Yes
2562,3513304,0,8,0,5,7,7,0,0,0,1,0,No,0,0.7,0.73,0,No,No,Yes,Yes,No,Yes
2563,3513320,5,8,1,36,85,132,12,23,23,23,0,No,0,0.79,0.85,0,No,No,No,Yes,No,Yes
2564,3513335,3,8,2,1,3,5,1,2,5,7,0,No,0,0.73,0.76,0,No,No,No,Yes,No,Yes
2565,3513518,4,4,0,0,0,0,0,1,3,3,0,No,0,0.73,0.78,0,No,No,No,Yes,No,Yes
2566,3513570,8,2,0,54,54,54,3,3,3,3,0,No,0,0.53,0.46,0,No,No,No,Yes,No,Yes
2567,3514050,15,8,0,38,78,126,18,53,83,126,0,No,0,0.78,0.75,0,No,No,Yes,Yes,No,Yes
2568,3514060,5,2,2,29,36,43,2,13,19,22,0,No,0,0.5,0.52,0,Yes,No,No,No,No,Yes
2569,3514202,0,3,0,6,10,14,3,7,12,16,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2570,3514336,5,8,0,53,102,144,14,47,82,130,0,No,0,0.9,0.9,0,No,No,No,Yes,No,Yes
2571,3514674,20,9,0,0,0,0,0,0,10,10,0,No,0,0.94,0.83,0,No,No,No,Yes,No,Yes
2572,3514923,3,12,0,12,19,33,2,8,15,22,0,No,0,0.73,0.79,0,No,No,No,Yes,No,Yes
2573,3514985,10,8,0,22,54,74,11,25,37,51,0,No,0,0.97,0.96,0,No,No,No,Yes,No,Yes
2574,3515038,0,8,0,10,10,10,4,6,9,10,0,No,0,0.97,0.97,0,No,No,No,Yes,No,Yes
2575,3515039,1,12,0,4,7,13,0,1,7,9,0,No,0,0.99,0.99,0,No,No,No,Yes,No,Yes
2576,3515254,24,2,0,0,26,39,15,28,84,146,0,No,0,0.9,0.92,0,No,No,No,Yes,No,Yes
2577,3515426,-4,8,0,288,288,288,1,153,231,398,13,No,0,1,0.95,4,No,No,Yes,Yes,No,Yes
2578,3515510,2,8,10,30,50,84,7,25,39,59,8,No,0,0.89,0.81,0,No,No,No,Yes,No,Yes
2579,3515588,2,12,0,2,4,6,0,2,5,6,0,No,0,0.7,0.76,0,No,No,Yes,Yes,No,Yes
